"SubscriptionName"        , "SubscriptionId"                      , "ResourceGroup"                    , "AppName"                           , "SlotName"  , "Kind"     , "Location"      , "State"  , "Platform", "ConfiguredRuntime", "NodeMajorVersion", "DetectionSource", "InMicrosoftNotice", "ResourceId"                                                                                                                                                           , "DefaultHostName"                                     , "Tags", "ObservedAtUtc"               , "Notes"
"dt-prd-app-oeqrq2jxadm36", "ff34313b-8a89-4e86-bfcb-331b03ff6205", "rg-spoke-appdev-prd-4fhxtyumb5wlq", "app-audit-log-prod-ncus"           , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/ff34313b-8a89-4e86-bfcb-331b03ff6205/resourceGroups/rg-spoke-appdev-prd-4fhxtyumb5wlq/providers/Microsoft.Web/sites/app-audit-log-prod-ncus"           , "app-audit-log-prod-ncus.azurewebsites.net"           , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-prd-app-oeqrq2jxadm36", "ff34313b-8a89-4e86-bfcb-331b03ff6205", "rg-spoke-appdev-prd-4fhxtyumb5wlq", "app-hand-hygiene-prod-ncus"        , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/ff34313b-8a89-4e86-bfcb-331b03ff6205/resourceGroups/rg-spoke-appdev-prd-4fhxtyumb5wlq/providers/Microsoft.Web/sites/app-hand-hygiene-prod-ncus"        , "app-hand-hygiene-prod-ncus.azurewebsites.net"        , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-prd-app-oeqrq2jxadm36", "ff34313b-8a89-4e86-bfcb-331b03ff6205", "rg-spoke-appdev-prd-4fhxtyumb5wlq", "app-HHS-prod-ncus"                 , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/ff34313b-8a89-4e86-bfcb-331b03ff6205/resourceGroups/rg-spoke-appdev-prd-4fhxtyumb5wlq/providers/Microsoft.Web/sites/app-HHS-prod-ncus"                 , "app-hhs-prod-ncus.azurewebsites.net"                 , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-prd-app-oeqrq2jxadm36", "ff34313b-8a89-4e86-bfcb-331b03ff6205", "rg-spoke-appdev-prd-4fhxtyumb5wlq", "app-labor-pool-prod-ncus"          , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/ff34313b-8a89-4e86-bfcb-331b03ff6205/resourceGroups/rg-spoke-appdev-prd-4fhxtyumb5wlq/providers/Microsoft.Web/sites/app-labor-pool-prod-ncus"          , "app-labor-pool-prod-ncus.azurewebsites.net"          , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-prd-app-oeqrq2jxadm36", "ff34313b-8a89-4e86-bfcb-331b03ff6205", "rg-spoke-appdev-prd-4fhxtyumb5wlq", "app-notification-service-prod-ncus", "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/ff34313b-8a89-4e86-bfcb-331b03ff6205/resourceGroups/rg-spoke-appdev-prd-4fhxtyumb5wlq/providers/Microsoft.Web/sites/app-notification-service-prod-ncus", "app-notification-service-prod-ncus.azurewebsites.net", ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-prd-app-oeqrq2jxadm36", "ff34313b-8a89-4e86-bfcb-331b03ff6205", "rg-spoke-appdev-prd-4fhxtyumb5wlq", "app-PMM-prod-ncus"                 , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/ff34313b-8a89-4e86-bfcb-331b03ff6205/resourceGroups/rg-spoke-appdev-prd-4fhxtyumb5wlq/providers/Microsoft.Web/sites/app-PMM-prod-ncus"                 , "app-pmm-prod-ncus.azurewebsites.net"                 , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-prd-app-oeqrq2jxadm36", "ff34313b-8a89-4e86-bfcb-331b03ff6205", "rg-spoke-appdev-prd-4fhxtyumb5wlq", "app-portal-prod-ncus"              , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/ff34313b-8a89-4e86-bfcb-331b03ff6205/resourceGroups/rg-spoke-appdev-prd-4fhxtyumb5wlq/providers/Microsoft.Web/sites/app-portal-prod-ncus"              , "app-portal-prod-ncus.azurewebsites.net"              , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-tst-app-oeqrq2jxadm36", "cc759976-412c-4385-bedb-a6a6e2f0ac37", "rg-spoke-appdev-tst-wuy2zthjccmbo", "app-audit-log-test-ncus"           , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/cc759976-412c-4385-bedb-a6a6e2f0ac37/resourceGroups/rg-spoke-appdev-tst-wuy2zthjccmbo/providers/Microsoft.Web/sites/app-audit-log-test-ncus"           , "app-audit-log-test-ncus.azurewebsites.net"           , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-tst-app-oeqrq2jxadm36", "cc759976-412c-4385-bedb-a6a6e2f0ac37", "rg-spoke-appdev-tst-wuy2zthjccmbo", "app-hand-hygiene-test-ncus"        , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/cc759976-412c-4385-bedb-a6a6e2f0ac37/resourceGroups/rg-spoke-appdev-tst-wuy2zthjccmbo/providers/Microsoft.Web/sites/app-hand-hygiene-test-ncus"        , "app-hand-hygiene-test-ncus.azurewebsites.net"        , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-tst-app-oeqrq2jxadm36", "cc759976-412c-4385-bedb-a6a6e2f0ac37", "rg-spoke-appdev-tst-wuy2zthjccmbo", "app-HHS-test-ncus"                 , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/cc759976-412c-4385-bedb-a6a6e2f0ac37/resourceGroups/rg-spoke-appdev-tst-wuy2zthjccmbo/providers/Microsoft.Web/sites/app-HHS-test-ncus"                 , "app-hhs-test-ncus.azurewebsites.net"                 , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-tst-app-oeqrq2jxadm36", "cc759976-412c-4385-bedb-a6a6e2f0ac37", "rg-spoke-appdev-tst-wuy2zthjccmbo", "app-labor-pool-test-ncus"          , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/cc759976-412c-4385-bedb-a6a6e2f0ac37/resourceGroups/rg-spoke-appdev-tst-wuy2zthjccmbo/providers/Microsoft.Web/sites/app-labor-pool-test-ncus"          , "app-labor-pool-test-ncus.azurewebsites.net"          , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-tst-app-oeqrq2jxadm36", "cc759976-412c-4385-bedb-a6a6e2f0ac37", "rg-spoke-appdev-tst-wuy2zthjccmbo", "app-legacy-docs-test-ncus"         , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/cc759976-412c-4385-bedb-a6a6e2f0ac37/resourceGroups/rg-spoke-appdev-tst-wuy2zthjccmbo/providers/Microsoft.Web/sites/app-legacy-docs-test-ncus"         , "app-legacy-docs-test-ncus.azurewebsites.net"         , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-tst-app-oeqrq2jxadm36", "cc759976-412c-4385-bedb-a6a6e2f0ac37", "rg-spoke-appdev-tst-wuy2zthjccmbo", "app-notification-service-test-ncus", "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/cc759976-412c-4385-bedb-a6a6e2f0ac37/resourceGroups/rg-spoke-appdev-tst-wuy2zthjccmbo/providers/Microsoft.Web/sites/app-notification-service-test-ncus", "app-notification-service-test-ncus.azurewebsites.net", ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-tst-app-oeqrq2jxadm36", "cc759976-412c-4385-bedb-a6a6e2f0ac37", "rg-spoke-appdev-tst-wuy2zthjccmbo", "app-ORA-test-ncus"                 , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/cc759976-412c-4385-bedb-a6a6e2f0ac37/resourceGroups/rg-spoke-appdev-tst-wuy2zthjccmbo/providers/Microsoft.Web/sites/app-ORA-test-ncus"                 , "app-ora-test-ncus.azurewebsites.net"                 , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-tst-app-oeqrq2jxadm36", "cc759976-412c-4385-bedb-a6a6e2f0ac37", "rg-spoke-appdev-tst-wuy2zthjccmbo", "app-PMM-test-ncus"                 , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/cc759976-412c-4385-bedb-a6a6e2f0ac37/resourceGroups/rg-spoke-appdev-tst-wuy2zthjccmbo/providers/Microsoft.Web/sites/app-PMM-test-ncus"                 , "app-pmm-test-ncus.azurewebsites.net"                 , ""    , "2026-08-20T01:07:31.4395574Z", ""
"dt-tst-app-oeqrq2jxadm36", "cc759976-412c-4385-bedb-a6a6e2f0ac37", "rg-spoke-appdev-tst-wuy2zthjccmbo", "app-portal-test-ncus"              , "production", "app,linux", "northcentralus", "Running", "Linux"   , "NODE|22-lts"      , "22"              , "Both"           , "False"            , "/subscriptions/cc759976-412c-4385-bedb-a6a6e2f0ac37/resourceGroups/rg-spoke-appdev-tst-wuy2zthjccmbo/providers/Microsoft.Web/sites/app-portal-test-ncus"              , "app-portal-test-ncus.azurewebsites.net"              , ""    , "2026-08-20T01:07:31.4395574Z", ""
